ABUNDANCE,BIOMAS,GENUS_SPECIES,SAMPLE_DESC,PLOT,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
10,0,Kelp holdfast,33.21688_-119.44412_12_10_1987_12.2_L25_6_15,L25_6_15,33.21688,-119.44412,12,10,1987
10,0,Kelp holdfast,33.21688_-119.44412_20_10_1990_12.2_R05_6_21,R05_6_21,33.21688,-119.44412,20,10,1990
10,0,Kelp holdfast,33.21688_-119.44412_17_4_1991_12.2_L25_6_22,L25_6_22,33.21688,-119.44412,17,4,1991
10,0,Kelp holdfast,33.21688_-119.44412_17_4_1991_12.2_R05_6_22,R05_6_22,33.21688,-119.44412,17,4,1991
10,0,Kelp holdfast,33.21688_-119.44412_13_10_1991_12.2_L25_6_23,L25_6_23,33.21688,-119.44412,13,10,1991
10,0,Kelp holdfast,33.21688_-119.44412_12_4_1992_12.2_L05_6_24,L05_6_24,33.21688,-119.44412,12,4,1992
10,0,Kelp holdfast,33.21688_-119.44412_16_4_1993_12.2_R05_6_26,R05_6_26,33.21688,-119.44412,16,4,1993
10,0,Kelp holdfast,33.21688_-119.44412_24_4_1999_12.2_L05_6_38,L05_6_38,33.21688,-119.44412,24,4,1999
10,0,Kelp holdfast,33.21688_-119.44412_5_5_2000_12.2_L05_6_40,L05_6_40,33.21688,-119.44412,5,5,2000
10,0,Kelp holdfast,33.21688_-119.44412_20_4_2006_12.2_R05_6_52,R05_6_52,33.21688,-119.44412,20,4,2006
10,0,Kelp holdfast,33.21688_-119.44412_5_11_2007_12.2_R05_6_55,R05_6_55,33.21688,-119.44412,5,11,2007
10,0,Kelp holdfast,33.21688_-119.44412_20_10_2008_12.2_R05_6_57,R05_6_57,33.21688,-119.44412,20,10,2008
10,0,Kelp holdfast,33.21688_-119.44412_30_6_2010_12.2_L35_6_60,L35_6_60,33.21688,-119.44412,30,6,2010
10,0,Kelp holdfast,33.21688_-119.44412_13_12_2010_12.2_L10_6_61,L10_6_61,33.21688,-119.44412,13,12,2010
10,0,Kelp holdfast,33.21688_-119.44412_13_12_2010_12.2_R25_6_61,R25_6_61,33.21688,-119.44412,13,12,2010
10,0,Kelp holdfast,33.26233_-119.58017_22_10_2008_15.2_L15_7_57,L15_7_57,33.26233,-119.58017,22,10,2008
10,0,Kelp holdfast,33.26233_-119.58017_15_12_2010_15.2_L15_7_61,L15_7_61,33.26233,-119.58017,15,12,2010
10,0,Kelp holdfast,33.26233_-119.58017_15_12_2010_15.2_L45_7_61,L45_7_61,33.26233,-119.58017,15,12,2010
10,0,Kelp holdfast,33.26233_-119.58017_25_10_2011_15.2_R05_7_63,R05_7_63,33.26233,-119.58017,25,10,2011
10,0,Kelp holdfast,33.26233_-119.58017_25_10_2011_15.2_R25_7_63,R25_7_63,33.26233,-119.58017,25,10,2011
10,0,Kelp holdfast,33.26233_-119.58017_25_10_2011_15.2_R35_7_63,R35_7_63,33.26233,-119.58017,25,10,2011
10,0,Laminaria sp,33.27325_-119.48615_29_4_1982_12.2_R25_1_4,R25_1_4,33.27325,-119.48615,29,4,1982
10,0,Laminaria sp,33.27325_-119.48615_29_4_1982_12.2_R45_1_4,R45_1_4,33.27325,-119.48615,29,4,1982
10,0,Laminaria sp,33.27325_-119.48615_1_5_1983_12.2_L05_1_6,L05_1_6,33.27325,-119.48615,1,5,1983
10,0,Laminaria sp,33.27325_-119.48615_14_9_1983_12.2_L45_1_7,L45_1_7,33.27325,-119.48615,14,9,1983
10,0,Laminaria sp,33.27325_-119.48615_18_4_1986_12.2_R05_1_12,R05_1_12,33.27325,-119.48615,18,4,1986
10,0,Laminaria sp,33.27325_-119.48615_5_10_1986_12.2_L45_1_13,L45_1_13,33.27325,-119.48615,5,10,1986
10,0,Laminaria sp,33.27325_-119.48615_5_10_1986_12.2_R15_1_13,R15_1_13,33.27325,-119.48615,5,10,1986
10,0,Laminaria sp,33.27325_-119.48615_7_10_1987_12.2_L05_1_15,L05_1_15,33.27325,-119.48615,7,10,1987
10,0,Laminaria sp,33.27325_-119.48615_26_4_1988_12.2_L25_1_16,L25_1_16,33.27325,-119.48615,26,4,1988
10,0,Laminaria sp,33.24763_-119.57038_19_4_1986_11.6_L10_2_12,L10_2_12,33.24763,-119.57038,19,4,1986
10,0,Laminaria sp,33.24763_-119.57038_28_6_2010_11.6_L15_2_60,L15_2_60,33.24763,-119.57038,28,6,2010
10,0,Laminaria sp,33.24763_-119.57038_28_6_2010_11.6_R05_2_60,R05_2_60,33.24763,-119.57038,28,6,2010
10,0,Laminaria sp,33.24763_-119.57038_29_6_2010_11.6_L25_2_60,L25_2_60,33.24763,-119.57038,29,6,2010
10,0,Laminaria sp,33.24763_-119.57038_29_6_2010_11.6_R25_2_60,R25_2_60,33.24763,-119.57038,29,6,2010
10,0,Laminaria sp,33.24763_-119.57038_15_12_2010_11.6_R15_2_61,R15_2_61,33.24763,-119.57038,15,12,2010
10,0,Laminaria sp,33.24768_-119.57373_6_9_1985_11.6_R10_3_11,R10_3_11,33.24768,-119.57373,6,9,1985
10,0,Laminaria sp,33.24768_-119.57373_24_4_1998_11.6_L20_3_36,L20_3_36,33.24768,-119.57373,24,4,1998
10,0,Laminaria sp,33.24768_-119.57373_16_10_2003_11.6_R45_3_47,R45_3_47,33.24768,-119.57373,16,10,2003
10,0,Laminaria sp,33.24768_-119.57373_29_6_2010_11.6_L05_3_60,L05_3_60,33.24768,-119.57373,29,6,2010
10,0,Laminaria sp,33.24768_-119.57373_29_6_2010_11.6_L10_3_60,L10_3_60,33.24768,-119.57373,29,6,2010
10,0,Laminaria sp,33.24768_-119.57373_15_12_2010_11.6_L10_3_61,L10_3_61,33.24768,-119.57373,15,12,2010
10,0,Laminaria sp,33.24768_-119.57373_15_12_2010_11.6_L40_3_61,L40_3_61,33.24768,-119.57373,15,12,2010
10,0,Laminaria sp,33.21665_-119.48542_20_10_1981_13.7_L35_4_3,L35_4_3,33.21665,-119.48542,20,10,1981
10,0,Laminaria sp,33.21665_-119.48542_27_4_1982_13.7_L35_4_4,L35_4_4,33.21665,-119.48542,27,4,1982
10,0,Laminaria sp,33.21665_-119.48542_7_9_1985_13.7_L30_4_11,L30_4_11,33.21665,-119.48542,7,9,1985
10,0,Laminaria sp,33.21665_-119.48542_24_4_1987_13.7_R40_4_14,R40_4_14,33.21665,-119.48542,24,4,1987
10,0,Laminaria sp,33.21665_-119.48542_29_4_1988_13.7_R10_4_16,R10_4_16,33.21665,-119.48542,29,4,1988
10,0,Laminaria sp,33.21665_-119.48542_29_4_1988_13.7_R35_4_16,R35_4_16,33.21665,-119.48542,29,4,1988
10,0,Laminaria sp,33.21665_-119.48542_8_10_1988_13.7_R35_4_17,R35_4_17,33.21665,-119.48542,8,10,1988
10,0,Laminaria sp,33.21665_-119.48542_22_10_1990_13.7_L35_4_21,L35_4_21,33.21665,-119.48542,22,10,1990
10,0,Laminaria sp,33.21665_-119.48542_22_10_1990_13.7_R35_4_21,R35_4_21,33.21665,-119.48542,22,10,1990
10,0,Laminaria sp,33.21665_-119.48542_18_4_1991_13.7_L25_4_22,L25_4_22,33.21665,-119.48542,18,4,1991
10,0,Laminaria sp,33.21665_-119.48542_18_4_1991_13.7_R25_4_22,R25_4_22,33.21665,-119.48542,18,4,1991
10,0,Laminaria sp,33.21665_-119.48542_19_4_1991_13.7_L35_4_22,L35_4_22,33.21665,-119.48542,19,4,1991
10,0,Laminaria sp,33.21665_-119.48542_19_4_1991_13.7_R35_4_22,R35_4_22,33.21665,-119.48542,19,4,1991
10,0,Laminaria sp,33.21665_-119.48542_12_4_1992_13.7_L35_4_24,L35_4_24,33.21665,-119.48542,12,4,1992
10,0,Laminaria sp,33.21665_-119.48542_9_10_1992_13.7_R35_4_25,R35_4_25,33.21665,-119.48542,9,10,1992
10,0,Laminaria sp,33.21665_-119.48542_17_4_1993_13.7_R35_4_26,R35_4_26,33.21665,-119.48542,17,4,1993
10,0,Laminaria sp,33.21665_-119.48542_16_4_1994_13.7_R40_4_28,R40_4_28,33.21665,-119.48542,16,4,1994
10,0,Laminaria sp,33.21665_-119.48542_10_4_1995_13.7_R35_4_30,R35_4_30,33.21665,-119.48542,10,4,1995
10,0,Laminaria sp,33.21665_-119.48542_19_10_1997_13.7_L30_4_35,L30_4_35,33.21665,-119.48542,19,10,1997
10,0,Laminaria sp,33.21665_-119.48542_19_10_1997_13.7_R40_4_35,R40_4_35,33.21665,-119.48542,19,10,1997
10,0,Laminaria sp,33.21665_-119.48542_27_4_1998_13.7_R35_4_36,R35_4_36,33.21665,-119.48542,27,4,1998
10,0,Laminaria sp,33.21665_-119.48542_20_10_1998_13.7_L35_4_37,L35_4_37,33.21665,-119.48542,20,10,1998
10,0,Laminaria sp,33.21665_-119.48542_10_5_2005_13.7_L25_4_50,L25_4_50,33.21665,-119.48542,10,5,2005
10,0,Laminaria sp,33.21665_-119.48542_10_5_2005_13.7_R35_4_50,R35_4_50,33.21665,-119.48542,10,5,2005
10,0,Laminaria sp,33.21665_-119.48542_2_5_2007_13.7_L25_4_54,L25_4_54,33.21665,-119.48542,2,5,2007
10,0,Laminaria sp,33.21665_-119.48542_2_5_2007_13.7_L35_4_54,L35_4_54,33.21665,-119.48542,2,5,2007
10,0,Laminaria sp,33.21665_-119.48542_3_11_2007_13.7_L25_4_55,L25_4_55,33.21665,-119.48542,3,11,2007
10,0,Laminaria sp,33.21665_-119.48542_19_5_2008_13.7_L35_4_56,L35_4_56,33.21665,-119.48542,19,5,2008
10,0,Laminaria sp,33.21665_-119.48542_21_10_2008_13.7_L25_4_57,L25_4_57,33.21665,-119.48542,21,10,2008
10,0,Laminaria sp,33.21665_-119.48542_24_10_2011_13.7_L35_4_63,L35_4_63,33.21665,-119.48542,24,10,2011
10,0,Laminaria sp,33.21615_-119.48615_24_4_1981_12.2_L10_5_2,L10_5_2,33.21615,-119.48615,24,4,1981
10,0,Laminaria sp,33.21615_-119.48615_23_10_1981_12.2_L10_5_3,L10_5_3,33.21615,-119.48615,23,10,1981
10,0,Laminaria sp,33.21615_-119.48615_25_4_1982_12.2_L25_5_4,L25_5_4,33.21615,-119.48615,25,4,1982
10,0,Laminaria sp,33.21615_-119.48615_25_4_1982_12.2_R25_5_4,R25_5_4,33.21615,-119.48615,25,4,1982
10,0,Laminaria sp,33.21615_-119.48615_26_4_1983_12.2_R25_5_6,R25_5_6,33.21615,-119.48615,26,4,1983
10,0,Laminaria sp,33.21615_-119.48615_27_4_1987_12.2_R25_5_14,R25_5_14,33.21615,-119.48615,27,4,1987
10,0,Laminaria sp,33.21615_-119.48615_4_10_1995_12.2_R15_5_31,R15_5_31,33.21615,-119.48615,4,10,1995
10,0,Laminaria sp,33.21615_-119.48615_30_6_2010_12.2_L15_5_60,L15_5_60,33.21615,-119.48615,30,6,2010
10,0,Laminaria sp,33.21615_-119.48615_30_6_2010_12.2_R25_5_60,R25_5_60,33.21615,-119.48615,30,6,2010
10,0,Laminaria sp,33.21615_-119.48615_24_10_2011_12.2_L10_5_63,L10_5_63,33.21615,-119.48615,24,10,2011
10,0,Laminaria sp,33.21688_-119.44412_26_8_1980_12.2_L15_6_1,L15_6_1,33.21688,-119.44412,26,8,1980
10,0,Laminaria sp,33.21688_-119.44412_26_8_1980_12.2_R10_6_1,R10_6_1,33.21688,-119.44412,26,8,1980
10,0,Laminaria sp,33.21688_-119.44412_19_10_1981_12.2_R15_6_3,R15_6_3,33.21688,-119.44412,19,10,1981
10,0,Laminaria sp,33.21688_-119.44412_3_10_1986_12.2_R15_6_13,R15_6_13,33.21688,-119.44412,3,10,1986
10,0,Laminaria sp,33.21688_-119.44412_26_4_1987_12.2_R10_6_14,R10_6_14,33.21688,-119.44412,26,4,1987
10,0,Laminaria sp,33.21688_-119.44412_29_4_1988_12.2_R10_6_16,R10_6_16,33.21688,-119.44412,29,4,1988
10,0,Laminaria sp,33.21688_-119.44412_6_10_1988_12.2_R10_6_17,R10_6_17,33.21688,-119.44412,6,10,1988
10,0,Laminaria sp,33.21688_-119.44412_10_11_1989_12.2_R05_6_19,R05_6_19,33.21688,-119.44412,10,11,1989
10,0,Laminaria sp,33.21688_-119.44412_20_10_1990_12.2_R05_6_21,R05_6_21,33.21688,-119.44412,20,10,1990
10,0,Laminaria sp,33.21688_-119.44412_17_4_1991_12.2_R35_6_22,R35_6_22,33.21688,-119.44412,17,4,1991
10,0,Laminaria sp,33.21688_-119.44412_11_10_1991_12.2_R10_6_23,R10_6_23,33.21688,-119.44412,11,10,1991
10,0,Laminaria sp,33.21688_-119.44412_12_4_1992_12.2_L05_6_24,L05_6_24,33.21688,-119.44412,12,4,1992
10,0,Laminaria sp,33.21688_-119.44412_12_4_1992_12.2_R15_6_24,R15_6_24,33.21688,-119.44412,12,4,1992
10,0,Laminaria sp,33.21688_-119.44412_9_10_1992_12.2_R05_6_25,R05_6_25,33.21688,-119.44412,9,10,1992
10,0,Laminaria sp,33.21688_-119.44412_24_10_1993_12.2_L05_6_27,L05_6_27,33.21688,-119.44412,24,10,1993
10,0,Laminaria sp,33.21688_-119.44412_24_10_1993_12.2_L25_6_27,L25_6_27,33.21688,-119.44412,24,10,1993
10,0,Laminaria sp,33.21688_-119.44412_16_4_1994_12.2_R10_6_28,R10_6_28,33.21688,-119.44412,16,4,1994
10,0,Laminaria sp,33.21688_-119.44412_17_4_1994_12.2_R35_6_28,R35_6_28,33.21688,-119.44412,17,4,1994
10,0,Laminaria sp,33.21688_-119.44412_6_10_1994_12.2_L35_6_29,L35_6_29,33.21688,-119.44412,6,10,1994
10,0,Laminaria sp,33.21688_-119.44412_6_4_1995_12.2_R05_6_30,R05_6_30,33.21688,-119.44412,6,4,1995
10,0,Laminaria sp,33.21688_-119.44412_20_10_2008_12.2_L05_6_57,L05_6_57,33.21688,-119.44412,20,10,2008
10,0,Laminaria sp,33.21688_-119.44412_30_6_2010_12.2_L10_6_60,L10_6_60,33.21688,-119.44412,30,6,2010
10,0,Laminaria sp,33.21688_-119.44412_30_6_2010_12.2_L35_6_60,L35_6_60,33.21688,-119.44412,30,6,2010
10,0,Macrocystis pyrifera1,33.27325_-119.48615_14_9_1983_12.2_R45_1_7,R45_1_7,33.27325,-119.48615,14,9,1983
10,0,Macrocystis pyrifera1,33.27325_-119.48615_2_5_2003_12.2_L25_1_46,L25_1_46,33.27325,-119.48615,2,5,2003
10,0,Macrocystis pyrifera1,33.27325_-119.48615_9_5_2005_12.2_L15_1_50,L15_1_50,33.27325,-119.48615,9,5,2005
10,0,Macrocystis pyrifera1,33.27325_-119.48615_17_10_2005_12.2_L15_1_51,L15_1_51,33.27325,-119.48615,17,10,2005
10,0,Macrocystis pyrifera1,33.27325_-119.48615_2_11_2007_12.2_R25_1_55,R25_1_55,33.27325,-119.48615,2,11,2007
10,0,Macrocystis pyrifera1,33.24763_-119.57038_21_10_1981_11.6_R15_2_3,R15_2_3,33.24763,-119.57038,21,10,1981
10,0,Macrocystis pyrifera1,33.24763_-119.57038_16_10_1982_11.6_L15_2_5,L15_2_5,33.24763,-119.57038,16,10,1982
10,0,Macrocystis pyrifera1,33.24763_-119.57038_16_10_1982_11.6_R05_2_5,R05_2_5,33.24763,-119.57038,16,10,1982
10,0,Macrocystis pyrifera1,33.24763_-119.57038_29_4_1983_11.6_R10_2_6,R10_2_6,33.24763,-119.57038,29,4,1983
10,0,Macrocystis pyrifera1,33.24763_-119.57038_19_4_1986_11.6_L10_2_12,L10_2_12,33.24763,-119.57038,19,4,1986
10,0,Macrocystis pyrifera1,33.24763_-119.57038_19_4_1986_11.6_R15_2_12,R15_2_12,33.24763,-119.57038,19,4,1986
10,0,Macrocystis pyrifera1,33.24763_-119.57038_4_10_1986_11.6_L10_2_13,L10_2_13,33.24763,-119.57038,4,10,1986
10,0,Macrocystis pyrifera1,33.24763_-119.57038_4_10_1986_11.6_R10_2_13,R10_2_13,33.24763,-119.57038,4,10,1986
10,0,Macrocystis pyrifera1,33.24763_-119.57038_23_4_1987_11.6_R05_2_14,R05_2_14,33.24763,-119.57038,23,4,1987
10,0,Macrocystis pyrifera1,33.24763_-119.57038_18_4_1994_11.6_R15_2_28,R15_2_28,33.24763,-119.57038,18,4,1994
10,0,Macrocystis pyrifera1,33.24763_-119.57038_7_4_1995_11.6_R10_2_30,R10_2_30,33.24763,-119.57038,7,4,1995
10,0,Macrocystis pyrifera1,33.24763_-119.57038_30_4_1996_11.6_R25_2_32,R25_2_32,33.24763,-119.57038,30,4,1996
10,0,Macrocystis pyrifera1,33.24763_-119.57038_7_10_1996_11.6_R15_2_33,R15_2_33,33.24763,-119.57038,7,10,1996
10,0,Macrocystis pyrifera1,33.24763_-119.57038_18_4_1997_11.6_L10_2_34,L10_2_34,33.24763,-119.57038,18,4,1997
10,0,Macrocystis pyrifera1,33.24763_-119.57038_18_4_1997_11.6_R05_2_34,R05_2_34,33.24763,-119.57038,18,4,1997
10,0,Macrocystis pyrifera1,33.24763_-119.57038_12_10_1999_11.6_R10_2_39,R10_2_39,33.24763,-119.57038,12,10,1999
10,0,Macrocystis pyrifera1,33.24763_-119.57038_10_10_2002_11.6_L35_2_45,L35_2_45,33.24763,-119.57038,10,10,2002
10,0,Macrocystis pyrifera1,33.24763_-119.57038_12_5_2005_11.6_L15_2_50,L15_2_50,33.24763,-119.57038,12,5,2005
10,0,Macrocystis pyrifera1,33.24763_-119.57038_20_4_2006_11.6_L35_2_52,L35_2_52,33.24763,-119.57038,20,4,2006
10,0,Macrocystis pyrifera1,33.24763_-119.57038_19_10_2006_11.6_L35_2_53,L35_2_53,33.24763,-119.57038,19,10,2006
10,0,Macrocystis pyrifera1,33.24763_-119.57038_1_5_2007_11.6_L05_2_54,L05_2_54,33.24763,-119.57038,1,5,2007
10,0,Macrocystis pyrifera1,33.24763_-119.57038_4_11_2007_11.6_L05_2_55,L05_2_55,33.24763,-119.57038,4,11,2007
10,0,Macrocystis pyrifera1,33.24763_-119.57038_4_11_2007_11.6_L15_2_55,L15_2_55,33.24763,-119.57038,4,11,2007
10,0,Macrocystis pyrifera1,33.24763_-119.57038_4_11_2007_11.6_L25_2_55,L25_2_55,33.24763,-119.57038,4,11,2007
10,0,Macrocystis pyrifera1,33.24768_-119.57373_28_4_1982_11.6_L05_3_4,L05_3_4,33.24768,-119.57373,28,4,1982
10,0,Macrocystis pyrifera1,33.24768_-119.57373_28_4_1982_11.6_L20_3_4,L20_3_4,33.24768,-119.57373,28,4,1982
10,0,Macrocystis pyrifera1,33.24768_-119.57373_13_9_1983_11.6_L05_3_7,L05_3_7,33.24768,-119.57373,13,9,1983
10,0,Macrocystis pyrifera1,33.24768_-119.57373_13_9_1983_11.6_L25_3_7,L25_3_7,33.24768,-119.57373,13,9,1983
10,0,Macrocystis pyrifera1,33.24768_-119.57373_18_4_1994_11.6_L05_3_28,L05_3_28,33.24768,-119.57373,18,4,1994
10,0,Macrocystis pyrifera1,33.24768_-119.57373_18_4_1994_11.6_R05_3_28,R05_3_28,33.24768,-119.57373,18,4,1994
10,0,Macrocystis pyrifera1,33.24768_-119.57373_30_4_1996_11.6_L40_3_32,L40_3_32,33.24768,-119.57373,30,4,1996
10,0,Macrocystis pyrifera1,33.24768_-119.57373_24_4_1998_11.6_L05_3_36,L05_3_36,33.24768,-119.57373,24,4,1998
10,0,Macrocystis pyrifera1,33.24768_-119.57373_24_4_1998_11.6_L10_3_36,L10_3_36,33.24768,-119.57373,24,4,1998
10,0,Macrocystis pyrifera1,33.24768_-119.57373_24_4_1998_11.6_L25_3_36,L25_3_36,33.24768,-119.57373,24,4,1998
10,0,Macrocystis pyrifera1,33.24768_-119.57373_18_10_1998_11.6_R10_3_37,R10_3_37,33.24768,-119.57373,18,10,1998
10,0,Macrocystis pyrifera1,33.24768_-119.57373_1_5_2003_11.6_L05_3_46,L05_3_46,33.24768,-119.57373,1,5,2003
10,0,Macrocystis pyrifera1,33.24768_-119.57373_20_4_2006_11.6_L45_3_52,L45_3_52,33.24768,-119.57373,20,4,2006
10,0,Macrocystis pyrifera1,33.24768_-119.57373_19_10_2006_11.6_L05_3_53,L05_3_53,33.24768,-119.57373,19,10,2006
10,0,Macrocystis pyrifera1,33.24768_-119.57373_19_10_2006_11.6_L20_3_53,L20_3_53,33.24768,-119.57373,19,10,2006
10,0,Macrocystis pyrifera1,33.24768_-119.57373_19_10_2006_11.6_L25_3_53,L25_3_53,33.24768,-119.57373,19,10,2006
10,0,Macrocystis pyrifera1,33.24768_-119.57373_19_10_2006_11.6_R20_3_53,R20_3_53,33.24768,-119.57373,19,10,2006
10,0,Macrocystis pyrifera1,33.24768_-119.57373_19_10_2006_11.6_R45_3_53,R45_3_53,33.24768,-119.57373,19,10,2006
10,0,Macrocystis pyrifera1,33.24768_-119.57373_1_5_2007_11.6_L20_3_54,L20_3_54,33.24768,-119.57373,1,5,2007
10,0,Macrocystis pyrifera1,33.24768_-119.57373_1_5_2007_11.6_L40_3_54,L40_3_54,33.24768,-119.57373,1,5,2007
10,0,Macrocystis pyrifera1,33.24768_-119.57373_4_11_2007_11.6_L20_3_55,L20_3_55,33.24768,-119.57373,4,11,2007
10,0,Macrocystis pyrifera1,33.24768_-119.57373_4_11_2007_11.6_R10_3_55,R10_3_55,33.24768,-119.57373,4,11,2007
10,0,Macrocystis pyrifera1,33.24768_-119.57373_22_10_2008_11.6_L10_3_57,L10_3_57,33.24768,-119.57373,22,10,2008
10,0,Macrocystis pyrifera1,33.21665_-119.48542_14_9_1983_13.7_R35_4_7,R35_4_7,33.21665,-119.48542,14,9,1983
10,0,Macrocystis pyrifera1,33.21665_-119.48542_20_4_1986_13.7_R35_4_12,R35_4_12,33.21665,-119.48542,20,4,1986
10,0,Macrocystis pyrifera1,33.21665_-119.48542_8_10_1988_13.7_L30_4_17,L30_4_17,33.21665,-119.48542,8,10,1988
10,0,Macrocystis pyrifera1,33.21665_-119.48542_8_10_1988_13.7_L35_4_17,L35_4_17,33.21665,-119.48542,8,10,1988
10,0,Macrocystis pyrifera1,33.21665_-119.48542_22_4_1989_13.7_R35_4_18,R35_4_18,33.21665,-119.48542,22,4,1989
10,0,Macrocystis pyrifera1,33.21665_-119.48542_13_11_1989_13.7_R10_4_19,R10_4_19,33.21665,-119.48542,13,11,1989
10,0,Macrocystis pyrifera1,33.21665_-119.48542_14_11_1989_13.7_L30_4_19,L30_4_19,33.21665,-119.48542,14,11,1989
10,0,Macrocystis pyrifera1,33.21665_-119.48542_14_11_1989_13.7_L35_4_19,L35_4_19,33.21665,-119.48542,14,11,1989
10,0,Macrocystis pyrifera1,33.21665_-119.48542_10_10_1991_13.7_L35_4_23,L35_4_23,33.21665,-119.48542,10,10,1991
10,0,Macrocystis pyrifera1,33.21665_-119.48542_10_4_1995_13.7_L30_4_30,L30_4_30,33.21665,-119.48542,10,4,1995
10,0,Macrocystis pyrifera1,33.21665_-119.48542_4_10_1995_13.7_R10_4_31,R10_4_31,33.21665,-119.48542,4,10,1995
10,0,Macrocystis pyrifera1,33.21665_-119.48542_6_10_1995_13.7_R35_4_31,R35_4_31,33.21665,-119.48542,6,10,1995
10,0,Macrocystis pyrifera1,33.21665_-119.48542_27_4_1998_13.7_L25_4_36,L25_4_36,33.21665,-119.48542,27,4,1998
10,0,Macrocystis pyrifera1,33.21665_-119.48542_20_10_1998_13.7_R40_4_37,R40_4_37,33.21665,-119.48542,20,10,1998
10,0,Macrocystis pyrifera1,33.21665_-119.48542_26_10_2000_13.7_L25_4_41,L25_4_41,33.21665,-119.48542,26,10,2000
10,0,Macrocystis pyrifera1,33.21665_-119.48542_19_10_2001_13.7_R35_4_43,R35_4_43,33.21665,-119.48542,19,10,2001
10,0,Macrocystis pyrifera1,33.21615_-119.48615_24_4_1981_12.2_L10_5_2,L10_5_2,33.21615,-119.48615,24,4,1981
10,0,Macrocystis pyrifera1,33.21615_-119.48615_12_11_1989_12.2_L10_5_19,L10_5_19,33.21615,-119.48615,12,11,1989
10,0,Macrocystis pyrifera1,33.21615_-119.48615_13_11_1989_12.2_R15_5_19,R15_5_19,33.21615,-119.48615,13,11,1989
10,0,Macrocystis pyrifera1,33.21615_-119.48615_10_10_1992_12.2_L05_5_25,L05_5_25,33.21615,-119.48615,10,10,1992
10,0,Macrocystis pyrifera1,33.21615_-119.48615_4_10_1995_12.2_L35_5_31,L35_5_31,33.21615,-119.48615,4,10,1995
10,0,Macrocystis pyrifera1,33.21615_-119.48615_4_10_1995_12.2_R05_5_31,R05_5_31,33.21615,-119.48615,4,10,1995
10,0,Macrocystis pyrifera1,33.21615_-119.48615_28_10_2004_12.2_R10_5_49,R10_5_49,33.21615,-119.48615,28,10,2004
10,0,Macrocystis pyrifera1,33.21688_-119.44412_26_8_1980_12.2_R15_6_1,R15_6_1,33.21688,-119.44412,26,8,1980
10,0,Macrocystis pyrifera1,33.21688_-119.44412_15_10_1982_12.2_R10_6_5,R10_6_5,33.21688,-119.44412,15,10,1982
10,0,Macrocystis pyrifera1,33.21688_-119.44412_10_11_1989_12.2_R05_6_19,R05_6_19,33.21688,-119.44412,10,11,1989
10,0,Macrocystis pyrifera1,33.21688_-119.44412_9_10_1992_12.2_R05_6_25,R05_6_25,33.21688,-119.44412,9,10,1992
10,0,Macrocystis pyrifera1,33.21688_-119.44412_20_4_1997_12.2_R35_6_34,R35_6_34,33.21688,-119.44412,20,4,1997
10,0,Macrocystis pyrifera1,33.21688_-119.44412_24_4_1999_12.2_R05_6_38,R05_6_38,33.21688,-119.44412,24,4,1999
10,0,Macrocystis pyrifera1,33.21688_-119.44412_9_10_2002_12.2_L05_6_45,L05_6_45,33.21688,-119.44412,9,10,2002
10,0,Macrocystis pyrifera1,33.21688_-119.44412_4_5_2003_12.2_R35_6_46,R35_6_46,33.21688,-119.44412,4,5,2003
10,0,Macrocystis pyrifera1,33.21688_-119.44412_25_10_2004_12.2_L35_6_49,L35_6_49,33.21688,-119.44412,25,10,2004
10,0,Macrocystis pyrifera1,33.21688_-119.44412_11_5_2005_12.2_L35_6_50,L35_6_50,33.21688,-119.44412,11,5,2005
10,0,Macrocystis pyrifera1,33.21688_-119.44412_11_5_2005_12.2_R25_6_50,R25_6_50,33.21688,-119.44412,11,5,2005
10,0,Macrocystis pyrifera1,33.21688_-119.44412_17_10_2005_12.2_R35_6_51,R35_6_51,33.21688,-119.44412,17,10,2005
10,0,Macrocystis pyrifera1,33.21688_-119.44412_20_10_2008_12.2_L05_6_57,L05_6_57,33.21688,-119.44412,20,10,2008
10,0,Macrocystis pyrifera1,33.21688_-119.44412_20_10_2008_12.2_R25_6_57,R25_6_57,33.21688,-119.44412,20,10,2008
10,0,Macrocystis pyrifera1,33.21688_-119.44412_30_6_2010_12.2_L25_6_60,L25_6_60,33.21688,-119.44412,30,6,2010
10,0,Macrocystis pyrifera1,33.21688_-119.44412_30_6_2010_12.2_R15_6_60,R15_6_60,33.21688,-119.44412,30,6,2010
10,0,Young laminariales,33.27325_-119.48615_25_4_1981_12.2_R25_1_2,R25_1_2,33.27325,-119.48615,25,4,1981
10,0,Young laminariales,33.27325_-119.48615_2_5_2003_12.2_L05_1_46,L05_1_46,33.27325,-119.48615,2,5,2003
10,0,Young laminariales,33.27325_-119.48615_2_5_2003_12.2_L15_1_46,L15_1_46,33.27325,-119.48615,2,5,2003
10,0,Young laminariales,33.27325_-119.48615_2_5_2003_12.2_L25_1_46,L25_1_46,33.27325,-119.48615,2,5,2003
10,0,Young laminariales,33.27325_-119.48615_2_5_2003_12.2_L35_1_46,L35_1_46,33.27325,-119.48615,2,5,2003
10,0,Young laminariales,33.27325_-119.48615_9_5_2005_12.2_R25_1_50,R25_1_50,33.27325,-119.48615,9,5,2005
